,댓글번호,댓글내용,답글수,코사인유사도,유클리디언,norm유클,맨해튼,norm맨해
97,98,그래서 전세폭등은?,0.0,0.0,1.4142135623730954,0.12882243414727823,10.978006833470277,0.9999999999999963
98,99,아휴. 개여객기,0.0,0.0,1.4142135623730954,0.12882243414727823,10.978006833470277,0.9999999999999963
127,128,마이 부족한,0.0,0.0,1.4142135623730954,0.12882243414727823,10.978006833470277,0.9999999999999959
51,52,위선ᆢ,0.0,0.0,1.4142135623730954,0.13387364993618542,10.56379327109718,0.9999999999999981
52,53,강아지 뿔~~ㅌ,0.0,0.0,1.4142135623730954,0.13387364993618542,10.56379327109718,0.9999999999999979
123,124,또 얼마를 ......,0.0,0.0,1.4142135623730954,0.13387364993618542,10.56379327109718,0.9999999999999979
100,101,너. 모하니,0.0,0.0,1.4142135623730954,0.13387364993618542,10.56379327109718,0.9999999999999979
62,63,제발!!!!!!!!!!,0.0,0.0,1.4142135623730954,0.13387364993618542,10.56379327109718,0.9999999999999979
71,72,하지말아줘...,0.0,0.0,1.4142135623730954,0.13387364993618542,10.56379327109718,0.9999999999999981
88,89,법법자,0.0,0.0,1.4142135623730954,0.13387364993618542,10.56379327109718,0.9999999999999979
102,103,OOO,0.0,0.0,1.4142135623730954,0.13387364993618542,10.56379327109718,0.9999999999999979
